,origin,age,gender,education,job_title,coding_experience,salary,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7
314,613,18-21,Woman,I prefer not to answer,Machine Learning Engineer,1-2 years,$0-999,,,,,,,
315,614,40-44,Woman,Doctoral degree,Research Scientist,20+ years,"15,000-19,999",1,,,,,,
316,616,25-29,Man,Master’s degree,Data Analyst,< 1 years,"5,000-7,499",1,,,,,,
317,617,30-34,Man,Doctoral degree,Research Scientist,10-20 years,"30,000-39,999",1,,,,,,
318,618,45-49,Man,Bachelor’s degree,Product/Project Manager,1-2 years,"2,000-2,999",1,"1",1,1,,,
319,619,25-29,Man,Bachelor’s degree,Software Engineer,1-2 years,"10,000-14,999",,,,,,,
320,622,45-49,Man,Professional degree,Product/Project Manager,3-5 years,"5,000-7,499",1,,,,,,
321,623,30-34,Man,Bachelor’s degree,Software Engineer,5-10 years,"2,000-2,999",1,,,,,,
322,625,22-24,Man,Master’s degree,Software Engineer,3-5 years,"10,000-14,999",1,,1,1,,,
324,628,30-34,Man,Master’s degree,Data Scientist,5-10 years,"25,000-29,999",1,,1,1,1,,
325,629,25-29,Woman,Master’s degree,Research Scientist,I have never written code,$0-999,1,"1",,,,,
326,630,25-29,Woman,Master’s degree,Data Analyst,3-5 years,$0-999,1,"1",1,,,,
327,632,25-29,Woman,Professional degree,Software Engineer,3-5 years,"5,000-7,499",,,,,,,None of these activities are an important part of my role at work
328,633,30-34,Man,Master’s degree,Product/Project Manager,5-10 years,"250,000-299,999",1,"1",,,,,
329,634,30-34,Man,Master’s degree,Product/Project Manager,5-10 years,"60,000-69,999",1,,1,,,,
330,635,18-21,Other,Some college/university study without earning a bachelor’s degree,Research Scientist,1-2 years,"1,000-1,999",,,,,,,None of these activities are an important part of my role at work
331,637,40-44,Man,Doctoral degree,Product/Project Manager,20+ years,"90,000-99,999",1,,1,1,1,,
332,638,45-49,Man,Doctoral degree,Research Scientist,1-2 years,"1,000-1,999",,,,,1,1,
333,643,30-34,Man,Doctoral degree,Data Scientist,5-10 years,"70,000-79,999",1,"1",,,,,
334,646,40-44,Man,Professional degree,Data Engineer,10-20 years,"2,000-2,999",1,"1",,,1,,
335,648,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"30,000-39,999",1,,1,,,,
336,649,25-29,Man,Bachelor’s degree,Business Analyst,1-2 years,"4,000-4,999",1,,,,,,
337,652,50-54,Man,Doctoral degree,Data Scientist,20+ years,"100,000-124,999",1,"1",1,1,,,
338,653,25-29,Man,Master’s degree,Data Scientist,5-10 years,"15,000-19,999",1,,1,,,,
339,654,40-44,Man,Bachelor’s degree,Software Engineer,10-20 years,"300,000-500,000",1,"1",1,1,1,,
340,655,50-54,Woman,Master’s degree,Data Scientist,< 1 years,$0-999,,,,,,,None of these activities are an important part of my role at work
341,656,50-54,Man,Doctoral degree,Machine Learning Engineer,20+ years,"7,500-9,999",,,1,1,1,1,
342,657,50-54,Man,Master’s degree,Data Scientist,10-20 years,"70,000-79,999",1,"1",1,,,1,
343,660,25-29,Man,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",1,"1",1,1,1,,
344,663,25-29,Man,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",1,"1",1,,1,,
346,666,30-34,Man,Doctoral degree,Research Scientist,5-10 years,"70,000-79,999",1,,1,1,1,1,
347,667,45-49,Man,Master’s degree,Data Engineer,10-20 years,"40,000-49,999",1,,1,1,,1,
348,668,35-39,Woman,Doctoral degree,Data Analyst,5-10 years,"100,000-124,999",1,,,,,,
349,672,25-29,Man,Master’s degree,Data Analyst,I have never written code,"10,000-14,999",1,,,,,,
350,673,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"1,000-1,999",1,,1,,1,1,
351,674,22-24,Man,No formal education past high school,Software Engineer,3-5 years,"15,000-19,999",,,,,,,None of these activities are an important part of my role at work
352,675,25-29,Man,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",,,,,,1,
353,676,30-34,Man,Master’s degree,Data Scientist,3-5 years,"60,000-69,999",1,"1",1,,,,
354,678,60-69,Man,Doctoral degree,Research Scientist,20+ years,"80,000-89,999",,,,,,,
355,679,18-21,Man,Bachelor’s degree,Software Engineer,10-20 years,"80,000-89,999",1,"1",,,1,,
356,682,25-29,Other,Master’s degree,Data Scientist,5-10 years,$0-999,,,,,,,
357,686,22-24,Man,Some college/university study without earning a bachelor’s degree,Product/Project Manager,I have never written code,$0-999,,,,,,,None of these activities are an important part of my role at work
358,688,25-29,Man,Bachelor’s degree,Data Scientist,< 1 years,$0-999,1,"1",,,,1,
359,691,40-44,Man,Master’s degree,Product/Project Manager,3-5 years,"30,000-39,999",1,,,1,,1,
360,693,35-39,Woman,Bachelor’s degree,Data Scientist,10-20 years,"80,000-89,999",1,,,,1,,
361,694,35-39,Man,Master’s degree,Research Scientist,10-20 years,"30,000-39,999",1,,1,1,1,1,
362,695,30-34,Man,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0-999,1,,,,,,
363,696,35-39,Man,Master’s degree,Business Analyst,3-5 years,"15,000-19,999",1,,,,1,1,
364,700,25-29,Man,Master’s degree,Machine Learning Engineer,3-5 years,"2,000-2,999",,,1,1,1,1,
366,704,25-29,Man,No formal education past high school,Software Engineer,1-2 years,$0-999,,,,,1,,
368,709,35-39,Man,Doctoral degree,Data Scientist,5-10 years,"30,000-39,999",,,1,1,,,
371,713,25-29,Woman,Master’s degree,Data Scientist,< 1 years,"2,000-2,999",1,"1",1,1,1,,
372,716,25-29,Man,Master’s degree,Machine Learning Engineer,3-5 years,"70,000-79,999",1,"1",1,1,1,,
373,718,30-34,Woman,Doctoral degree,Software Engineer,3-5 years,"7,500-9,999",,,,,,,None of these activities are an important part of my role at work
374,724,22-24,Woman,Bachelor’s degree,Data Engineer,1-2 years,$0-999,1,,,,,,
375,727,25-29,Man,Master’s degree,Data Scientist,3-5 years,"30,000-39,999",1,,,1,,,
376,728,22-24,Man,Master’s degree,Software Engineer,3-5 years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
377,734,22-24,Woman,Bachelor’s degree,Data Analyst,1-2 years,$0-999,1,,1,1,,1,
378,736,30-34,Woman,Doctoral degree,Statistician,10-20 years,"125,000-149,999",1,,,,,,
380,739,35-39,Woman,Doctoral degree,Research Scientist,5-10 years,"20,000-24,999",,"1",,,,,
381,740,45-49,Man,Bachelor’s degree,Product/Project Manager,3-5 years,"20,000-24,999",,,,,,,None of these activities are an important part of my role at work
382,741,60-69,Man,Bachelor’s degree,Data Scientist,20+ years,"7,500-9,999",,,,1,1,,
383,743,30-34,Man,Master’s degree,Data Analyst,5-10 years,"125,000-149,999",1,,1,,,,
384,744,22-24,Man,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,"20,000-24,999",1,,,,,,
386,747,30-34,Man,Master’s degree,Software Engineer,10-20 years,"25,000-29,999",,"1",,,,,
387,749,50-54,Man,Doctoral degree,Data Scientist,5-10 years,"4,000-4,999",1,"1",1,1,1,1,
389,751,18-21,Man,Professional degree,Software Engineer,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
390,754,30-34,Man,Master’s degree,Data Analyst,5-10 years,$0-999,1,"1",,,1,,
392,757,35-39,Man,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,5-10 years,"3,000-3,999",1,"1",1,1,1,1,
393,760,40-44,Woman,Bachelor’s degree,Software Engineer,20+ years,"15,000-19,999",,,,,,,None of these activities are an important part of my role at work
394,761,50-54,Man,Master’s degree,Data Scientist,20+ years,"100,000-124,999",1,,,,,,
395,764,25-29,Man,Master’s degree,Machine Learning Engineer,3-5 years,"10,000-14,999",1,,,,,,
396,767,40-44,Woman,Master’s degree,Data Analyst,10-20 years,"30,000-39,999",1,"1",,,,,
400,776,50-54,Man,Bachelor’s degree,Data Analyst,10-20 years,"30,000-39,999",1,"1",,,,,
401,778,22-24,Woman,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0-999,,,,,,,
402,779,22-24,Woman,Master’s degree,Data Analyst,3-5 years,$0-999,1,"1",,,1,1,
403,780,30-34,Man,Doctoral degree,Product/Project Manager,3-5 years,"50,000-59,999",,,1,,,,
404,782,50-54,Woman,Doctoral degree,Data Scientist,3-5 years,"7,500-9,999",1,,,,,1,
405,784,45-49,Man,Master’s degree,Data Scientist,20+ years,"100,000-124,999",1,"1",1,1,1,1,
407,786,22-24,Man,Bachelor’s degree,Business Analyst,1-2 years,"> $500,000",1,,,1,,,
408,787,18-21,Man,Bachelor’s degree,Data Scientist,1-2 years,$0-999,1,,,1,1,,
409,788,35-39,Man,Bachelor’s degree,Software Engineer,20+ years,"15,000-19,999",1,,1,,,,
410,790,25-29,Man,No formal education past high school,Business Analyst,I have never written code,$0-999,1,,,,,,
411,791,45-49,Man,Master’s degree,Product/Project Manager,< 1 years,$0-999,1,,1,,1,,
412,795,30-34,Woman,Doctoral degree,Software Engineer,3-5 years,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
413,797,25-29,Man,Bachelor’s degree,Data Scientist,1-2 years,"1,000-1,999",1,,,,,,
414,798,25-29,Man,Master’s degree,Data Scientist,5-10 years,"80,000-89,999",1,"1",1,1,,,
415,800,18-21,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"1,000-1,999",,,,,,,None of these activities are an important part of my role at work
416,801,30-34,Man,Master’s degree,Data Analyst,3-5 years,"7,500-9,999",1,,,,,,
417,802,35-39,Woman,Master’s degree,Business Analyst,< 1 years,$0-999,,,,,,,None of these activities are an important part of my role at work
418,803,70+,Man,Doctoral degree,Data Scientist,20+ years,$0-999,1,,,,,,
419,804,35-39,Man,Master’s degree,Statistician,5-10 years,$0-999,,,,,,1,
420,805,18-21,Man,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,"7,500-9,999",1,"1",,1,1,1,
421,806,25-29,Man,Master’s degree,Data Analyst,< 1 years,$0-999,1,"1",,1,1,,
423,809,22-24,Woman,Bachelor’s degree,Business Analyst,< 1 years,$0-999,1,"1",1,1,1,1,
424,812,30-34,Man,Master’s degree,Data Analyst,5-10 years,"100,000-124,999",1,"1",,,,,
425,814,25-29,Man,Master’s degree,Data Scientist,5-10 years,"20,000-24,999",1,,1,,1,1,
426,818,35-39,Woman,Master’s degree,Data Analyst,< 1 years,$0-999,,,,,,,None of these activities are an important part of my role at work
427,819,45-49,Man,Master’s degree,DBA/Database Engineer,10-20 years,"150,000-199,999",,,,,,,
429,821,25-29,Man,Master’s degree,Data Scientist,1-2 years,$0-999,1,"1",1,,1,1,
430,822,30-34,Man,Master’s degree,Data Scientist,3-5 years,"30,000-39,999",,"1",1,,1,1,
431,826,45-49,Man,Master’s degree,Product/Project Manager,10-20 years,"50,000-59,999",1,,,,,,
432,828,22-24,Man,I prefer not to answer,Software Engineer,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
433,829,30-34,Woman,Doctoral degree,Research Scientist,5-10 years,$0-999,,,,,,,
434,830,30-34,Man,Master’s degree,Data Scientist,10-20 years,"25,000-29,999",1,,1,,1,,
435,831,30-34,Man,Bachelor’s degree,Machine Learning Engineer,5-10 years,"2,000-2,999",,"1",,,,1,
437,833,35-39,Man,Master’s degree,Machine Learning Engineer,10-20 years,"50,000-59,999",,,1,,1,,
438,835,22-24,Woman,Master’s degree,Data Analyst,3-5 years,$0-999,1,,,,,,
439,836,40-44,Man,Doctoral degree,Research Scientist,20+ years,"10,000-14,999",1,,1,,,1,
440,842,22-24,Man,Master’s degree,Data Scientist,1-2 years,"10,000-14,999",1,,,,,1,
441,844,45-49,Man,Doctoral degree,Software Engineer,10-20 years,"80,000-89,999",,,1,,,,
442,845,22-24,Man,Master’s degree,Software Engineer,1-2 years,$0-999,,,,,1,,
443,846,70+,Man,Master’s degree,Product/Project Manager,20+ years,$0-999,,,,,,,None of these activities are an important part of my role at work
444,847,30-34,Man,Doctoral degree,Research Scientist,1-2 years,$0-999,,,1,,,,
445,848,40-44,Man,Master’s degree,Data Engineer,20+ years,"200,000-249,999",1,,,,,,
446,850,35-39,Man,Bachelor’s degree,Data Scientist,5-10 years,"80,000-89,999",,"1",1,1,1,,
447,851,25-29,Man,Doctoral degree,Research Scientist,5-10 years,"15,000-19,999",,,,,,,None of these activities are an important part of my role at work
448,855,35-39,Man,Master’s degree,Machine Learning Engineer,20+ years,"70,000-79,999",1,"1",1,1,1,1,
449,858,50-54,Man,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",1,,1,1,1,,
450,859,18-21,Woman,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,1,,1,,,1,
451,861,30-34,Woman,Master’s degree,Data Scientist,1-2 years,$0-999,1,"1",1,1,1,,
452,862,40-44,Man,Bachelor’s degree,Product/Project Manager,3-5 years,"100,000-124,999",1,,,,,,
453,863,45-49,Woman,Bachelor’s degree,Data Scientist,3-5 years,"100,000-124,999",1,,1,,,1,
454,868,30-34,Woman,Master’s degree,Research Scientist,3-5 years,$0-999,1,,,,,,
455,874,25-29,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"7,500-9,999",1,,1,1,1,1,
456,877,35-39,Man,Doctoral degree,Data Scientist,10-20 years,"70,000-79,999",1,,1,,,,
457,878,70+,Man,Master’s degree,Data Scientist,5-10 years,"200,000-249,999",1,,1,1,,,
460,882,30-34,Man,Master’s degree,Data Engineer,1-2 years,"5,000-7,499",1,,,,,,
461,883,30-34,Man,Master’s degree,Business Analyst,< 1 years,$0-999,1,"1",,,,,
462,885,40-44,Man,Doctoral degree,Data Scientist,20+ years,"70,000-79,999",1,"1",1,1,1,,
463,886,25-29,Woman,Master’s degree,Statistician,< 1 years,$0-999,1,,,,,,
464,887,22-24,Man,Master’s degree,Data Scientist,3-5 years,"125,000-149,999",1,,1,1,1,,
465,888,40-44,Man,Bachelor’s degree,Software Engineer,20+ years,"15,000-19,999",,,1,,,,
466,889,30-34,Man,Master’s degree,Research Scientist,< 1 years,"5,000-7,499",,,,,,,None of these activities are an important part of my role at work
467,891,35-39,Man,Doctoral degree,Machine Learning Engineer,10-20 years,"150,000-199,999",1,,1,,,,
468,892,30-34,Man,Master’s degree,Data Engineer,10-20 years,$0-999,1,,,,,,
469,893,50-54,Other,Master’s degree,Product/Project Manager,10-20 years,"50,000-59,999",,,,1,,,
470,894,45-49,Woman,Master’s degree,Data Scientist,3-5 years,"80,000-89,999",1,"1",1,,,,
471,896,25-29,Man,Master’s degree,Data Scientist,5-10 years,"60,000-69,999",1,,1,,1,,
472,897,50-54,Woman,Doctoral degree,Statistician,10-20 years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
473,898,30-34,Man,Master’s degree,Software Engineer,3-5 years,"70,000-79,999",1,"1",,,,,
474,901,22-24,Man,Bachelor’s degree,Data Analyst,< 1 years,$0-999,1,,,,,,
475,903,45-49,Man,Master’s degree,Machine Learning Engineer,10-20 years,"50,000-59,999",,,1,,1,1,
476,905,25-29,Man,Bachelor’s degree,Business Analyst,I have never written code,"5,000-7,499",1,,1,,,,
477,908,30-34,Man,Bachelor’s degree,Business Analyst,< 1 years,$0-999,1,,,,,,
478,909,45-49,Man,Master’s degree,Data Scientist,10-20 years,"50,000-59,999",1,,1,1,1,,
480,911,25-29,Man,Master’s degree,Data Scientist,5-10 years,"70,000-79,999",1,"1",1,1,,,
481,914,35-39,Man,Master’s degree,Software Engineer,5-10 years,$0-999,1,,,,,,
482,915,18-21,Man,Bachelor’s degree,Software Engineer,< 1 years,"1,000-1,999",,,,,,,None of these activities are an important part of my role at work
483,916,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"30,000-39,999",1,"1",,1,1,,
484,917,30-34,Woman,Master’s degree,Data Analyst,< 1 years,"1,000-1,999",1,,,,,,
485,918,25-29,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"20,000-24,999",1,,1,1,1,,
486,920,22-24,Man,Professional degree,Software Engineer,1-2 years,"3,000-3,999",,,,,,,None of these activities are an important part of my role at work
487,923,35-39,Man,Doctoral degree,Data Scientist,3-5 years,"1,000-1,999",1,"1",,,,1,
488,926,35-39,Man,Doctoral degree,Data Scientist,10-20 years,"150,000-199,999",1,"1",1,1,1,1,
489,927,22-24,Man,Bachelor’s degree,Statistician,< 1 years,"2,000-2,999",1,"1",,,,,
493,932,25-29,Man,Doctoral degree,Software Engineer,3-5 years,"1,000-1,999",1,,1,,1,1,
494,935,30-34,Man,Master’s degree,Research Scientist,5-10 years,$0-999,,,1,,,1,
495,936,45-49,Man,Bachelor’s degree,Data Engineer,10-20 years,"100,000-124,999",1,"1",,,,,
496,939,40-44,Man,Bachelor’s degree,Business Analyst,3-5 years,$0-999,1,,,,,,
497,940,40-44,Man,Bachelor’s degree,Software Engineer,I have never written code,"10,000-14,999",,,,,,,
498,941,22-24,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0-999,,,,1,1,,
499,942,30-34,Man,Master’s degree,Product/Project Manager,10-20 years,"3,000-3,999",1,,,,,,
501,945,22-24,Woman,Bachelor’s degree,Data Analyst,1-2 years,$0-999,1,,,,,,
502,949,18-21,Man,Bachelor’s degree,Data Scientist,< 1 years,$0-999,,,1,,,,
503,950,18-21,Man,Bachelor’s degree,Data Scientist,< 1 years,$0-999,,,,,1,,
504,951,60-69,Man,Master’s degree,DBA/Database Engineer,20+ years,"125,000-149,999",,"1",,,,,
505,952,25-29,Man,Bachelor’s degree,Data Analyst,3-5 years,"10,000-14,999",1,,1,,1,1,
506,954,25-29,Man,Bachelor’s degree,Data Scientist,5-10 years,"10,000-14,999",1,,1,1,1,,
507,957,30-34,Man,Master’s degree,Data Scientist,10-20 years,"125,000-149,999",1,"1",1,1,,1,
508,959,30-34,Man,Bachelor’s degree,Software Engineer,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
510,969,45-49,Man,Master’s degree,Machine Learning Engineer,5-10 years,"100,000-124,999",1,"1",1,1,1,1,
511,970,35-39,Woman,Doctoral degree,Data Scientist,10-20 years,"80,000-89,999",1,,1,,1,,
512,971,45-49,Man,Bachelor’s degree,Product/Project Manager,< 1 years,$0-999,,,,,,1,
513,977,25-29,Woman,Doctoral degree,Machine Learning Engineer,3-5 years,"15,000-19,999",1,"1",1,1,1,1,
514,978,40-44,Man,Professional degree,Research Scientist,10-20 years,"80,000-89,999",,,1,,1,,
515,983,22-24,Man,Bachelor’s degree,Software Engineer,3-5 years,"5,000-7,499",1,,,,,,
516,986,30-34,Man,Master’s degree,Data Analyst,< 1 years,"150,000-199,999",1,,,,,,
517,988,25-29,Woman,Master’s degree,Data Analyst,3-5 years,"1,000-1,999",1,,,,,,
518,989,22-24,Man,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,$0-999,,,,,,,None of these activities are an important part of my role at work
519,992,35-39,Man,Master’s degree,Product/Project Manager,5-10 years,"125,000-149,999",1,,1,1,,,
520,996,22-24,Man,Bachelor’s degree,Machine Learning Engineer,1-2 years,"1,000-1,999",1,"1",1,,1,1,
521,999,30-34,Man,Master’s degree,Business Analyst,3-5 years,"15,000-19,999",1,"1",1,,,,
522,1000,25-29,Man,Master’s degree,Software Engineer,1-2 years,"2,000-2,999",,"1",,,,,
523,1001,40-44,Man,Bachelor’s degree,Data Scientist,10-20 years,"125,000-149,999",1,"1",1,1,1,,
524,1002,35-39,Man,Master’s degree,Data Scientist,10-20 years,"90,000-99,999",,,,1,1,,
526,1005,25-29,Man,Bachelor’s degree,Data Scientist,10-20 years,"7,500-9,999",,,1,,1,,
528,1007,22-24,Man,Master’s degree,Data Scientist,1-2 years,"30,000-39,999",1,"1",1,,1,,
529,1008,45-49,Man,Professional degree,Business Analyst,10-20 years,"80,000-89,999",1,"1",,,,,
530,1012,35-39,Man,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years,"70,000-79,999",1,"1",1,1,1,,
531,1013,45-49,Man,Doctoral degree,Product/Project Manager,1-2 years,"20,000-24,999",1,,,,,,
532,1014,55-59,Man,Master’s degree,DBA/Database Engineer,20+ years,"10,000-14,999",,,,,,,None of these activities are an important part of my role at work
